ID,Tipo,Color,Material,Agregado,Cantidad,Precio Unitario,Precio Total,Fecha
1,Escritorio secretarial de cuatro cajas con chapa clave,Blanco,Melamina,Con chapas,3,219.36,658.08,2024-08-23
